"TransactionId","BatchId","CustomerId","CurrencyCode","CountryCode","ProviderId","ProductId","ProductCategory","ChannelId","Amount","Value","TransactionStartTime"
"TransactionId_7109","BatchId_5969","CustomerId_300","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",1500,1500,"30/5/19 19:43:37"
"TransactionId_11621","BatchId_10488","CustomerId_355","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",500,500,"30/5/19 19:02:31"
"TransactionId_17870","BatchId_18230","CustomerId_355","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",500,500,"30/5/19 19:00:18"
"TransactionId_13207","BatchId_7131","CustomerId_283","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",31000,31000,"30/5/19 18:57:30"
"TransactionId_7578","BatchId_8898","CustomerId_233","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",5000,5000,"30/5/19 18:26:18"
"TransactionId_3226","BatchId_6880","CustomerId_381","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",500,500,"30/5/19 18:18:57"
"TransactionId_3859","BatchId_5114","CustomerId_28","UGX","256","ProviderId_2","ProductId_8","data_bundles","ChannelId_3",1000,1000,"30/5/19 18:12:07"
"TransactionId_14692","BatchId_5824","CustomerId_233","UGX","256","ProviderId_5","ProductId_24","financial_services","ChannelId_3",500,1000,"30/5/19 18:04:40"
"TransactionId_12046","BatchId_17915","CustomerId_75","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",2000,2000,"30/5/19 17:45:50"
"TransactionId_10443","BatchId_3444","CustomerId_295","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",1300,1300,"30/5/19 17:38:14"
"TransactionId_12892","BatchId_7817","CustomerId_27","UGX","256","ProviderId_5","ProductId_15","utility_bill","ChannelId_3",8000,9140,"30/5/19 17:14:34"
"TransactionId_8497","BatchId_13958","CustomerId_39","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",2000,2000,"30/5/19 16:59:52"
"TransactionId_17789","BatchId_10410","CustomerId_75","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",20000,20000,"30/5/19 16:44:06"
"TransactionId_14491","BatchId_15319","CustomerId_39","UGX","256","ProviderId_5","ProductId_1","airtime","ChannelId_3",1000,1000,"30/5/19 16:42:04"
"TransactionId_14727","BatchId_4256","CustomerId_39","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",1000,1000,"30/5/19 16:40:16"
"TransactionId_4608","BatchId_7504","CustomerId_39","UGX","256","ProviderId_5","ProductId_13","tv","ChannelId_3",3500,3500,"30/5/19 16:07:37"
"TransactionId_5896","BatchId_17141","CustomerId_39","UGX","256","ProviderId_5","ProductId_1","airtime","ChannelId_3",20000,20000,"30/5/19 16:03:23"
"TransactionId_3130","BatchId_15603","CustomerId_413","UGX","256","ProviderId_5","ProductId_1","airtime","ChannelId_3",5000,5000,"30/5/19 15:47:31"
"TransactionId_5180","BatchId_6218","CustomerId_413","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",5400,5400,"30/5/19 15:43:27"
"TransactionId_5730","BatchId_6657","CustomerId_39","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",2000,2000,"30/5/19 15:39:47"
"TransactionId_8815","BatchId_5587","CustomerId_39","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",1500,1500,"30/5/19 15:34:15"
"TransactionId_15980","BatchId_11958","CustomerId_39","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",3000,3000,"30/5/19 15:20:16"
"TransactionId_10723","BatchId_11044","CustomerId_287","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",500,500,"30/5/19 15:10:05"
"TransactionId_12838","BatchId_16541","CustomerId_279","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",10000,10000,"30/5/19 15:05:58"
"TransactionId_15756","BatchId_14952","CustomerId_39","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",1000,1000,"30/5/19 15:04:08"
"TransactionId_12110","BatchId_18105","CustomerId_279","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",40000,40000,"30/5/19 15:02:45"
"TransactionId_18611","BatchId_15877","CustomerId_39","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"30/5/19 15:02:38"
"TransactionId_5325","BatchId_4652","CustomerId_39","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"30/5/19 15:00:53"
"TransactionId_8378","BatchId_5286","CustomerId_279","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",10000,10000,"30/5/19 15:00:52"
"TransactionId_15948","BatchId_15933","CustomerId_39","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",2000,2000,"30/5/19 15:00:10"
"TransactionId_14032","BatchId_13220","CustomerId_108","UGX","256","ProviderId_5","ProductId_17","movies","ChannelId_3",15000,15000,"30/5/19 14:40:26"
"TransactionId_12477","BatchId_16353","CustomerId_108","UGX","256","ProviderId_3","ProductId_10","financial_services","ChannelId_3",15000,15000,"30/5/19 14:38:01"
"TransactionId_7579","BatchId_9544","CustomerId_28","UGX","256","ProviderId_5","ProductId_8","data_bundles","ChannelId_3",500,500,"30/5/19 14:30:56"
"TransactionId_12614","BatchId_12046","CustomerId_72","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",500,500,"30/5/19 14:25:17"
"TransactionId_4150","BatchId_6401","CustomerId_72","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1500,1500,"30/5/19 14:24:22"
"TransactionId_16974","BatchId_5021","CustomerId_72","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"30/5/19 14:22:01"
"TransactionId_17450","BatchId_4314","CustomerId_72","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",2000,2000,"30/5/19 14:19:42"
"TransactionId_3843","BatchId_17987","CustomerId_39","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",2000,2000,"30/5/19 14:16:44"
"TransactionId_17526","BatchId_14965","CustomerId_72","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"30/5/19 14:15:03"
"TransactionId_5700","BatchId_12722","CustomerId_39","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",2000,2000,"30/5/19 14:12:24"
"TransactionId_9621","BatchId_16537","CustomerId_72","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",1000,1000,"30/5/19 14:07:29"
"TransactionId_13010","BatchId_13137","CustomerId_447","UGX","256","ProviderId_5","ProductId_13","tv","ChannelId_3",13000,13000,"30/5/19 14:07:07"
"TransactionId_16018","BatchId_14739","CustomerId_72","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",2000,2000,"30/5/19 14:06:05"
"TransactionId_15211","BatchId_6912","CustomerId_447","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",13500,13500,"30/5/19 14:05:23"
"TransactionId_12104","BatchId_6083","CustomerId_72","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",1000,1000,"30/5/19 14:01:51"
"TransactionId_5110","BatchId_18725","CustomerId_72","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",2000,2000,"30/5/19 13:59:44"
"TransactionId_12870","BatchId_9696","CustomerId_72","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"30/5/19 13:41:10"
"TransactionId_8950","BatchId_5028","CustomerId_39","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",500,500,"30/5/19 13:37:10"
"TransactionId_11262","BatchId_4569","CustomerId_39","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"30/5/19 13:34:37"
"TransactionId_14978","BatchId_16688","CustomerId_233","UGX","256","ProviderId_5","ProductId_24","financial_services","ChannelId_3",500,1000,"30/5/19 13:28:05"
"TransactionId_15224","BatchId_16643","CustomerId_412","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",1300,1300,"30/5/19 13:27:50"
"TransactionId_5024","BatchId_3846","CustomerId_39","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",1000,1000,"30/5/19 13:25:16"
"TransactionId_7694","BatchId_4193","CustomerId_72","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",205000,205000,"30/5/19 13:23:07"
"TransactionId_11048","BatchId_14058","CustomerId_60","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_4",500,500,"30/5/19 13:03:04"
"TransactionId_9857","BatchId_16355","CustomerId_355","UGX","256","ProviderId_4","ProductId_4","data_bundles","ChannelId_3",1000,1000,"30/5/19 12:58:06"
"TransactionId_5807","BatchId_11641","CustomerId_72","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",1000,1000,"30/5/19 12:52:25"
"TransactionId_8845","BatchId_11524","CustomerId_487","UGX","256","ProviderId_5","ProductId_24","financial_services","ChannelId_3",1015,1515,"30/5/19 12:42:08"
"TransactionId_13110","BatchId_7613","CustomerId_27","UGX","256","ProviderId_5","ProductId_24","financial_services","ChannelId_3",500,1000,"30/5/19 12:34:03"
"TransactionId_7878","BatchId_8413","CustomerId_381","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",2000,2000,"30/5/19 11:49:03"
"TransactionId_9669","BatchId_6134","CustomerId_402","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",16000,16000,"30/5/19 11:41:14"
"TransactionId_5313","BatchId_4458","CustomerId_402","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",16000,16000,"30/5/19 11:40:13"
"TransactionId_6265","BatchId_11593","CustomerId_233","UGX","256","ProviderId_5","ProductId_8","data_bundles","ChannelId_3",1000,1000,"30/5/19 11:37:42"
"TransactionId_13399","BatchId_10148","CustomerId_248","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",500,500,"30/5/19 11:23:25"
"TransactionId_4214","BatchId_15708","CustomerId_402","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",700,700,"30/5/19 11:22:13"
"TransactionId_6074","BatchId_10596","CustomerId_60","UGX","256","ProviderId_3","ProductId_10","financial_services","ChannelId_4",500,500,"30/5/19 10:15:13"
"TransactionId_9027","BatchId_7679","CustomerId_193","UGX","256","ProviderId_3","ProductId_1","airtime","ChannelId_3",10000,10000,"30/5/19 9:49:59"
"TransactionId_12022","BatchId_12541","CustomerId_27","UGX","256","ProviderId_3","ProductId_10","financial_services","ChannelId_4",500,500,"30/5/19 9:36:11"
"TransactionId_13321","BatchId_17573","CustomerId_355","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",1000,1000,"30/5/19 9:23:49"
"TransactionId_8581","BatchId_6097","CustomerId_488","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",10000,10000,"30/5/19 9:04:23"
"TransactionId_11633","BatchId_14336","CustomerId_233","UGX","256","ProviderId_5","ProductId_24","financial_services","ChannelId_3",500,1000,"30/5/19 9:02:46"
"TransactionId_8172","BatchId_3574","CustomerId_233","UGX","256","ProviderId_3","ProductId_10","financial_services","ChannelId_3",500,500,"30/5/19 8:56:46"
"TransactionId_8671","BatchId_16900","CustomerId_148","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",500,500,"30/5/19 8:39:41"
"TransactionId_15142","BatchId_14489","CustomerId_432","UGX","256","ProviderId_3","ProductId_7","airtime","ChannelId_3",500,500,"30/5/19 8:39:36"
"TransactionId_17741","BatchId_12711","CustomerId_432","UGX","256","ProviderId_3","ProductId_3","airtime","ChannelId_3",500,500,"30/5/19 8:37:01"
"TransactionId_6454","BatchId_14446","CustomerId_340","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",2000,2000,"30/5/19 8:30:02"
"TransactionId_16914","BatchId_8644","CustomerId_201","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",16000,16000,"30/5/19 7:44:30"
"TransactionId_18061","BatchId_6983","CustomerId_432","UGX","256","ProviderId_3","ProductId_7","airtime","ChannelId_3",500,500,"30/5/19 7:40:08"
"TransactionId_12241","BatchId_11139","CustomerId_432","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",1000,1000,"30/5/19 7:00:37"
"TransactionId_15111","BatchId_14953","CustomerId_39","UGX","256","ProviderId_5","ProductId_8","data_bundles","ChannelId_3",500,500,"30/5/19 6:33:00"
"TransactionId_6622","BatchId_13372","CustomerId_122","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"30/5/19 6:19:14"
"TransactionId_18310","BatchId_6949","CustomerId_193","UGX","256","ProviderId_3","ProductId_1","airtime","ChannelId_3",10000,10000,"30/5/19 6:16:56"
"TransactionId_12344","BatchId_12083","CustomerId_39","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"30/5/19 5:32:33"
"TransactionId_3410","BatchId_6351","CustomerId_39","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",500,500,"30/5/19 5:15:25"
"TransactionId_5326","BatchId_15642","CustomerId_39","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1500,1500,"30/5/19 5:11:51"
"TransactionId_11840","BatchId_12578","CustomerId_39","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"30/5/19 5:10:33"
"TransactionId_17669","BatchId_4434","CustomerId_39","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",1000,1000,"30/5/19 5:09:44"
"TransactionId_14983","BatchId_17479","CustomerId_39","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",1000,1000,"30/5/19 5:08:15"
"TransactionId_19259","BatchId_10930","CustomerId_39","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"30/5/19 5:05:39"
"TransactionId_12805","BatchId_10449","CustomerId_39","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",54000,54000,"30/5/19 5:04:30"
"TransactionId_8843","BatchId_17215","CustomerId_193","UGX","256","ProviderId_3","ProductId_1","airtime","ChannelId_3",20000,20000,"30/5/19 4:59:53"
"TransactionId_10669","BatchId_5308","CustomerId_39","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",830,830,"30/5/19 4:46:53"
"TransactionId_8009","BatchId_8293","CustomerId_193","UGX","256","ProviderId_3","ProductId_1","airtime","ChannelId_3",10000,10000,"30/5/19 4:22:05"
"TransactionId_14155","BatchId_4431","CustomerId_144","UGX","256","ProviderId_4","ProductId_1","airtime","ChannelId_3",1000,1000,"30/5/19 2:54:42"
"TransactionId_7710","BatchId_18222","CustomerId_381","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",12000,12000,"29/5/19 22:23:06"
"TransactionId_6219","BatchId_18815","CustomerId_340","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",2000,2000,"29/5/19 21:49:41"
"TransactionId_18423","BatchId_15457","CustomerId_340","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",4000,4000,"29/5/19 21:47:13"
"TransactionId_14046","BatchId_8189","CustomerId_295","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",1000,1000,"29/5/19 21:12:56"
"TransactionId_3193","BatchId_12113","CustomerId_295","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",1300,1300,"29/5/19 20:58:24"
"TransactionId_4172","BatchId_16963","CustomerId_193","UGX","256","ProviderId_3","ProductId_16","utility_bill","ChannelId_3",176000,185080,"29/5/19 20:23:51"
"TransactionId_15903","BatchId_13998","CustomerId_39","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",700,700,"29/5/19 19:35:54"
"TransactionId_4272","BatchId_16539","CustomerId_67","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",3000,3000,"29/5/19 19:23:51"
"TransactionId_7443","BatchId_18966","CustomerId_39","UGX","256","ProviderId_5","ProductId_13","tv","ChannelId_3",3500,3500,"29/5/19 19:20:06"
"TransactionId_4575","BatchId_14031","CustomerId_39","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",1000,1000,"29/5/19 19:15:04"
"TransactionId_8759","BatchId_7356","CustomerId_381","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"29/5/19 19:04:38"
"TransactionId_6383","BatchId_12768","CustomerId_381","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",2000,2000,"29/5/19 19:02:33"
"TransactionId_5051","BatchId_5093","CustomerId_39","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"29/5/19 18:56:39"
"TransactionId_18434","BatchId_5408","CustomerId_39","UGX","256","ProviderId_5","ProductId_13","tv","ChannelId_3",11000,11000,"29/5/19 18:55:50"
"TransactionId_11838","BatchId_15838","CustomerId_39","UGX","256","ProviderId_5","ProductId_1","airtime","ChannelId_3",4000,4000,"29/5/19 18:51:42"
"TransactionId_7569","BatchId_12252","CustomerId_39","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"29/5/19 18:48:57"
"TransactionId_11944","BatchId_5068","CustomerId_180","UGX","256","ProviderId_3","ProductId_1","airtime","ChannelId_3",4000,4000,"29/5/19 18:48:24"
"TransactionId_7138","BatchId_9278","CustomerId_39","UGX","256","ProviderId_5","ProductId_8","data_bundles","ChannelId_3",1000,1000,"29/5/19 18:39:31"
"TransactionId_6889","BatchId_4362","CustomerId_39","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"29/5/19 18:38:11"
"TransactionId_7881","BatchId_9737","CustomerId_39","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"29/5/19 18:32:41"
"TransactionId_16659","BatchId_8701","CustomerId_39","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",25000,25000,"29/5/19 18:30:42"
"TransactionId_6990","BatchId_14880","CustomerId_488","UGX","256","ProviderId_4","ProductId_4","data_bundles","ChannelId_3",10000,10000,"29/5/19 18:07:41"
"TransactionId_13742","BatchId_4770","CustomerId_279","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",5000,5000,"29/5/19 18:03:26"
"TransactionId_3176","BatchId_16797","CustomerId_279","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",10000,10000,"29/5/19 17:45:14"
"TransactionId_11773","BatchId_19076","CustomerId_233","UGX","256","ProviderId_3","ProductId_7","airtime","ChannelId_3",500,500,"29/5/19 17:36:56"
"TransactionId_17472","BatchId_10492","CustomerId_233","UGX","256","ProviderId_3","ProductId_10","financial_services","ChannelId_3",1000,1000,"29/5/19 17:34:41"
"TransactionId_13087","BatchId_7886","CustomerId_447","UGX","256","ProviderId_5","ProductId_13","tv","ChannelId_3",13000,13000,"29/5/19 17:20:26"
"TransactionId_5858","BatchId_16440","CustomerId_447","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",13500,13500,"29/5/19 17:17:43"
"TransactionId_6143","BatchId_6130","CustomerId_447","UGX","256","ProviderId_5","ProductId_13","tv","ChannelId_3",26000,26000,"29/5/19 17:06:25"
"TransactionId_6809","BatchId_15288","CustomerId_381","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",1000,1000,"29/5/19 17:00:48"
"TransactionId_3436","BatchId_16876","CustomerId_381","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"29/5/19 16:59:29"
"TransactionId_4060","BatchId_16530","CustomerId_20","UGX","256","ProviderId_5","ProductId_8","data_bundles","ChannelId_3",2000,2000,"29/5/19 16:28:56"
"TransactionId_6768","BatchId_4850","CustomerId_20","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",5000,5000,"29/5/19 16:26:55"
"TransactionId_18223","BatchId_6141","CustomerId_67","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",2000,2000,"29/5/19 16:20:53"
"TransactionId_17503","BatchId_13318","CustomerId_276","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",2000,2000,"29/5/19 15:27:47"
"TransactionId_9350","BatchId_6965","CustomerId_403","UGX","256","ProviderId_4","ProductId_1","airtime","ChannelId_3",5000,5000,"29/5/19 15:20:16"
"TransactionId_9098","BatchId_13768","CustomerId_121","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",500,500,"29/5/19 15:17:12"
"TransactionId_4391","BatchId_5517","CustomerId_121","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",500,500,"29/5/19 14:58:36"
"TransactionId_13438","BatchId_8379","CustomerId_121","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"29/5/19 14:54:31"
"TransactionId_16024","BatchId_15762","CustomerId_121","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",2000,2000,"29/5/19 14:52:54"
"TransactionId_3020","BatchId_6467","CustomerId_27","UGX","256","ProviderId_3","ProductId_10","financial_services","ChannelId_3",500,500,"29/5/19 14:31:58"
"TransactionId_6399","BatchId_8332","CustomerId_233","UGX","256","ProviderId_5","ProductId_8","data_bundles","ChannelId_3",500,500,"29/5/19 14:29:30"
"TransactionId_15279","BatchId_5811","CustomerId_233","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",1000,1000,"29/5/19 14:27:52"
"TransactionId_7219","BatchId_7442","CustomerId_233","UGX","256","ProviderId_3","ProductId_7","airtime","ChannelId_3",500,500,"29/5/19 13:49:34"
"TransactionId_8988","BatchId_6096","CustomerId_28","UGX","256","ProviderId_5","ProductId_8","data_bundles","ChannelId_3",2000,2000,"29/5/19 13:45:48"
"TransactionId_6791","BatchId_6380","CustomerId_447","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",27000,27000,"29/5/19 13:44:21"
"TransactionId_13508","BatchId_11441","CustomerId_28","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",2000,2000,"29/5/19 13:40:49"
"TransactionId_5394","BatchId_5418","CustomerId_121","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",700,700,"29/5/19 13:39:39"
"TransactionId_9652","BatchId_16392","CustomerId_27","UGX","256","ProviderId_3","ProductId_10","financial_services","ChannelId_4",500,500,"29/5/19 12:53:16"
"TransactionId_5747","BatchId_9500","CustomerId_27","UGX","256","ProviderId_3","ProductId_10","financial_services","ChannelId_4",500,500,"29/5/19 12:46:07"
"TransactionId_7041","BatchId_5140","CustomerId_335","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",10000,10000,"29/5/19 12:38:08"
"TransactionId_10063","BatchId_12739","CustomerId_67","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",1500,1500,"29/5/19 12:21:50"
"TransactionId_3953","BatchId_14644","CustomerId_402","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",14303,14303,"29/5/19 11:52:45"
"TransactionId_12332","BatchId_17743","CustomerId_402","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",10000,10000,"29/5/19 11:51:10"
"TransactionId_16314","BatchId_9469","CustomerId_66","UGX","256","ProviderId_4","ProductId_13","tv","ChannelId_3",1600,1600,"29/5/19 11:44:49"
"TransactionId_4896","BatchId_10165","CustomerId_402","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",4000,4000,"29/5/19 11:29:55"
"TransactionId_3855","BatchId_7184","CustomerId_308","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",6000,6000,"29/5/19 11:12:49"
"TransactionId_5506","BatchId_4154","CustomerId_413","UGX","256","ProviderId_5","ProductId_1","airtime","ChannelId_3",1300,1300,"29/5/19 10:58:50"
"TransactionId_12518","BatchId_8223","CustomerId_413","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",900,900,"29/5/19 10:50:13"
"TransactionId_15576","BatchId_8270","CustomerId_142","UGX","256","ProviderId_5","ProductId_1","airtime","ChannelId_3",600,600,"29/5/19 10:36:07"
"TransactionId_9779","BatchId_15718","CustomerId_142","UGX","256","ProviderId_5","ProductId_1","airtime","ChannelId_3",3000,3000,"29/5/19 10:32:59"
"TransactionId_6260","BatchId_4486","CustomerId_155","UGX","256","ProviderId_4","ProductId_1","airtime","ChannelId_3",2000,2000,"29/5/19 8:20:25"
"TransactionId_14846","BatchId_10623","CustomerId_155","UGX","256","ProviderId_2","ProductId_1","airtime","ChannelId_3",2000,2000,"29/5/19 8:17:47"
"TransactionId_17722","BatchId_4080","CustomerId_317","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",2000,2000,"29/5/19 8:11:51"
"TransactionId_16374","BatchId_12064","CustomerId_148","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",500,500,"29/5/19 8:11:39"
"TransactionId_8390","BatchId_13366","CustomerId_335","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",15000,15000,"29/5/19 7:54:05"
"TransactionId_3660","BatchId_13460","CustomerId_73","UGX","256","ProviderId_2","ProductId_1","airtime","ChannelId_3",5000,5000,"29/5/19 7:45:38"
"TransactionId_17017","BatchId_14507","CustomerId_393","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"29/5/19 7:16:19"
"TransactionId_4875","BatchId_8736","CustomerId_393","UGX","256","ProviderId_5","ProductId_8","data_bundles","ChannelId_3",1000,1000,"29/5/19 6:04:45"
"TransactionId_14296","BatchId_8083","CustomerId_311","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",2000,2000,"29/5/19 5:48:52"
"TransactionId_9637","BatchId_7788","CustomerId_311","UGX","256","ProviderId_4","ProductId_13","tv","ChannelId_3",6600,6600,"29/5/19 5:22:51"
"TransactionId_16285","BatchId_9703","CustomerId_398","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",700,700,"29/5/19 5:03:29"
"TransactionId_10814","BatchId_3221","CustomerId_66","UGX","256","ProviderId_2","ProductId_7","airtime","ChannelId_3",20000,20000,"29/5/19 4:14:30"
"TransactionId_18433","BatchId_14487","CustomerId_142","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",3500,3500,"29/5/19 4:00:15"
"TransactionId_7971","BatchId_18411","CustomerId_377","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",1400,1400,"29/5/19 3:30:53"
"TransactionId_10528","BatchId_3803","CustomerId_377","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",1300,1300,"29/5/19 3:28:18"
"TransactionId_8933","BatchId_13684","CustomerId_377","UGX","256","ProviderId_2","ProductId_7","airtime","ChannelId_3",2500,2500,"29/5/19 3:25:49"
"TransactionId_4833","BatchId_18677","CustomerId_317","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",5000,5000,"28/5/19 20:36:34"
"TransactionId_5874","BatchId_7041","CustomerId_295","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",1300,1300,"28/5/19 19:57:02"
"TransactionId_7414","BatchId_14200","CustomerId_381","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"28/5/19 19:55:26"
"TransactionId_18810","BatchId_3064","CustomerId_447","UGX","256","ProviderId_5","ProductId_13","tv","ChannelId_3",13000,13000,"28/5/19 18:10:07"
"TransactionId_6569","BatchId_18111","CustomerId_447","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",13500,13500,"28/5/19 18:07:49"
"TransactionId_17566","BatchId_10264","CustomerId_253","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",1000,1000,"28/5/19 17:57:12"
