index,Amount,AmountLoan,BatchId,ChannelId,CountryCode,Currency,CurrencyCode,CustomerId,CustomerId_FE,CustomerId_ProductCategory_Value_Ratio,CustomerId_ProductCategory_Value_max,CustomerId_ProductCategory_Value_mean,CustomerId_ProductCategory_Value_min,CustomerId_ProductCategory_Value_std,CustomerId_ProductCategory_ct,CustomerId_ProductId_Value_Ratio,CustomerId_ProductId_Value_max,CustomerId_ProductId_Value_mean,CustomerId_ProductId_Value_min,CustomerId_ProductId_Value_std,CustomerId_ProductId_ct,CustomerId_TransactionId_ct,DueDate,DueDateDay,DueDateDayofweek,DueDateElapsed,DueDateIs_month_end,DueDateIs_month_start,DueDateIs_quarter_end,DueDateIs_quarter_start,DueDateIs_year_end,DueDateIs_year_start,InvestorId,IsDefaulted,IsFinalPayBack,IsThirdPartyConfirmed,Issue_Trans_Diff,IssuedDateLoan,LoanApplicationId,LoanId,PaidOnDate,PayBackId,ProductCategory,ProductId,ProductId_ProductCategory,ProviderId,SubscriptionId,ThirdPartyId,TransactionId,TransactionId_FE,TransactionStartTime,TransactionStartTimeDay,TransactionStartTimeDayofweek,TransactionStartTimeDayofyear,TransactionStartTimeElapsed,TransactionStartTimeHour,TransactionStartTimeIs_month_end,TransactionStartTimeIs_month_start,TransactionStartTimeIs_quarter_end,TransactionStartTimeIs_quarter_start,TransactionStartTimeIs_year_end,TransactionStartTimeIs_year_start,TransactionStartTimeMinute,TransactionStartTimeMonth,TransactionStartTimeSecond,TransactionStartTimeWeek,TransactionStatus,Value,Value_CustomerId_max,Value_CustomerId_mean,Value_CustomerId_min,Value_CustomerId_std,Value_Mean_Minus,Value_Mean_Ratio,ext_data_CustomerId_ProductCategory_Value_Ratio,ext_data_CustomerId_ProductCategory_Value_max,ext_data_CustomerId_ProductCategory_Value_mean,ext_data_CustomerId_ProductCategory_Value_min,ext_data_CustomerId_ProductCategory_Value_std,ext_data_CustomerId_ProductId_Value_Ratio,ext_data_CustomerId_ProductId_Value_max,ext_data_CustomerId_ProductId_Value_mean,ext_data_CustomerId_ProductId_Value_min,ext_data_CustomerId_ProductId_Value_std,ext_data_Value_CustomerId_max,ext_data_Value_CustomerId_mean,ext_data_Value_CustomerId_min,ext_data_Value_CustomerId_std,meanTransactionPerLoan,rejected_CustomerId_FE,rejected_loan_ratio,pc1,pc2,pc3,kmeans
138,-5000.0,900.0,BatchId_438,ChannelId_1,256,UGX,UGX,43,0.0067443284,0.625,11000.0,8000.0,3000.0,4358.899,2.0,0.7692308,10000.0,6500.0,3000.0,4949.7476,3.0,11.0,2018-12-24 10:40:47,24,0,1545648047,0,0,0,0,0,0,0,0.0,0.0,1.0,-3.0,2018-11-24 10:40:52,LoanApplicationId_407,LoanId_594,2018-12-01 07:06:16,PayBackId_1315,0,11,11,ProviderId_1,5,ThirdPartyId_29,TransactionId_1359,0.0006131208,2018-11-24 10:40:55,24,5,328,1543056055,10,0,0,0,0,0,0,40,11,55,47,1,5000.0,14000.0,7583.3335,1000.0,4968.2817,-2583.3335,0.6593406,2.3157895,5000.0,2159.0908,500.0,1154.1475,2.3157895,5000.0,2159.0908,500.0,1154.1475,16200.0,6153.1914,500.0,4329.6177,1.6363636,2.0,0.15384616,-0.9837145322786093,-0.7910699552860588,0.5026423667107556,1
140,-1000.0,500.0,BatchId_1288,ChannelId_1,256,UGX,UGX,201,0.07234825,0.33962265,10000.0,2944.4443,500.0,4034.5728,2.0,0.24000001,10000.0,4166.6665,500.0,4546.0605,5.0,118.0,2018-12-24 14:19:00,24,0,1545661140,0,0,0,0,0,0,0,0.0,0.0,1.0,-2.0,2018-11-24 14:19:03,LoanApplicationId_882,LoanId_1597,2018-11-24 14:21:23,PayBackId_1369,0,11,11,ProviderId_1,5,ThirdPartyId_524,TransactionId_323,0.0006131208,2018-11-24 14:19:05,24,5,328,1543069145,14,0,0,0,0,0,0,19,11,5,47,1,1000.0,9000.0,1260.3306,500.0,1411.2334,-260.33057,0.7934426,0.11716373,500000.0,8535.064,500.0,56923.77,0.96153843,10000.0,1040.0,500.0,1898.0253,20000.0,3469.8547,500.0,3964.8894,1.0254238,7.0,0.056,-3.0712585517381568,-2.8052231839841055,8.981435538801097,1
142,-5000.0,5325.0,BatchId_795,ChannelId_1,256,UGX,UGX,218,0.012875536,1.25,5000.0,4000.0,2000.0,1732.0508,2.0,1.25,5000.0,4000.0,2000.0,1732.0508,4.0,21.0,2018-12-24 15:27:58,24,0,1545665278,0,0,0,0,0,0,0,0.0,1.0,1.0,-2.0,2018-11-24 15:28:02,LoanApplicationId_353,LoanId_690,2018-11-30 15:06:44,PayBackId_1124,0,15,15,ProviderId_1,5,ThirdPartyId_269,TransactionId_1551,0.0006131208,2018-11-24 15:28:04,24,5,328,1543073284,15,0,0,0,0,0,0,28,11,4,47,1,5000.0,5000.0,2590.9092,500.0,1862.1312,2409.0908,1.9298245,-5000.0,-1.0,-1.0,-1.0,-1.0,-5000.0,-1.0,-1.0,-1.0,-1.0,26000.0,2343.6365,500.0,3901.8877,1.0476191,6.0,0.22222222,-1.2107414513695465,-0.6477125752943459,-0.3415028476708588,1
143,-30000.0,20000.0,BatchId_137,ChannelId_1,256,UGX,UGX,96,0.010423053,11.707317,5000.0,2562.5,1000.0,2025.507,3.0,11.707317,5000.0,2562.5,1000.0,2025.507,4.0,17.0,2018-12-24 16:05:55,24,0,1545667555,0,0,0,0,0,0,1,0.0,0.0,1.0,-2.0,2018-11-24 16:06:00,LoanApplicationId_833,LoanId_1268,2018-12-14 08:37:52,PayBackId_1515,0,15,15,ProviderId_1,0,ThirdPartyId_891,TransactionId_73,0.0006131208,2018-11-24 16:06:02,24,5,328,1543075562,16,0,0,0,0,0,0,6,11,2,47,1,30000.0,185400.0,44725.0,5000.0,59024.906,-14725.0,0.6707658,16.06539,5000.0,1867.3684,1000.0,1489.5221,16.666666,5000.0,1800.0,1000.0,1656.1573,10000.0,10000.0,10000.0,-1.0,1.1764706,2.0,0.10526316,-0.020747149133529298,-1.4065880120445162,0.6159406319220505,1
145,-4000.0,4160.0,BatchId_1207,ChannelId_1,256,UGX,UGX,7,0.0006131208,0.72727275,10000.0,5500.0,1000.0,6363.961,1.0,0.72727275,10000.0,5500.0,1000.0,6363.961,1.0,1.0,2018-12-24 21:20:43,24,0,1545686443,0,0,0,0,0,0,0,0.0,1.0,1.0,-2.0,2018-11-24 21:20:49,LoanApplicationId_375,LoanId_511,2018-11-25 15:21:44,PayBackId_411,0,0,9,ProviderId_1,5,ThirdPartyId_1263,TransactionId_2199,0.0006131208,2018-11-24 21:20:51,24,5,328,1543094451,21,0,0,0,0,0,0,20,11,51,47,1,4000.0,4000.0,4000.0,4000.0,-1.0,0.0,1.0,3.6723912,5000.0,1089.2086,500.0,442.93008,3.8545456,2000.0,1037.7358,500.0,225.70644,-1.0,-1.0,-1.0,-1.0,1.0,6.0,0.85714287,-1.093096583711101,-0.8105626075330234,0.2567142745838112,1
147,-1000.0,1040.0,BatchId_2320,ChannelId_1,256,UGX,UGX,201,0.07234825,0.071428575,14000.0,14000.0,14000.0,0.0,2.0,0.071428575,14000.0,14000.0,14000.0,0.0,5.0,118.0,2018-12-25 05:51:09,25,1,1545717069,0,0,0,0,0,0,0,0.0,1.0,1.0,-2.0,2018-11-25 05:51:15,LoanApplicationId_196,LoanId_443,2018-11-25 16:36:28,PayBackId_1268,0,0,9,ProviderId_1,5,ThirdPartyId_1800,TransactionId_267,0.0006131208,2018-11-25 05:51:17,25,6,329,1543125077,5,0,0,0,0,0,0,51,11,17,47,1,1000.0,9000.0,1260.3306,500.0,1411.2334,-260.33057,0.7934426,0.13536379,10000.0,7387.5,3000.0,2700.1309,-1000.0,-1.0,-1.0,-1.0,-1.0,20000.0,3469.8547,500.0,3964.8894,1.0254238,7.0,0.056,-1.4809669407272947,-0.5522997961034817,0.4885348826390895,1
148,-2000.0,2260.0,BatchId_2447,ChannelId_1,256,UGX,UGX,116,0.014714899,0.14285715,14000.0,14000.0,14000.0,0.0,2.0,0.14285715,14000.0,14000.0,14000.0,0.0,5.0,24.0,2018-12-25 16:25:14,25,1,1545755114,0,0,0,0,0,0,0,0.0,1.0,1.0,-2.0,2018-11-25 16:25:27,LoanApplicationId_787,LoanId_1113,2018-12-14 16:17:19,PayBackId_1464,0,11,11,ProviderId_1,5,ThirdPartyId_474,TransactionId_698,0.0006131208,2018-11-25 16:25:29,25,6,329,1543163129,16,0,0,0,0,0,0,25,11,29,47,1,2000.0,7000.0,2082.5,500.0,1550.1058,-82.5,0.96038413,0.27072757,10000.0,7387.5,3000.0,2700.1309,-2000.0,-1.0,-1.0,-1.0,-1.0,32000.0,7673.256,500.0,8963.293,1.0,6.0,0.2,-1.2245936851275065,-0.6458442650945323,0.40266325300076505,1
149,-500.0,523.0,BatchId_817,ChannelId_1,256,UGX,UGX,141,0.019619865,0.05,10000.0,10000.0,10000.0,0.0,2.0,0.05,10000.0,10000.0,10000.0,0.0,5.0,32.0,2018-12-26 06:41:42,26,2,1545806502,0,0,0,0,0,0,0,0.0,1.0,1.0,-2.0,2018-11-26 06:41:46,LoanApplicationId_1021,LoanId_714,2018-11-28 05:52:16,PayBackId_2035,1,10,10,ProviderId_1,5,ThirdPartyId_1468,TransactionId_446,0.0006131208,2018-11-26 06:41:48,26,0,330,1543214508,6,0,0,0,0,0,0,41,11,48,48,1,500.0,14000.0,4905.4688,500.0,4473.3877,-4405.4688,0.10192706,0.25,2000.0,2000.0,2000.0,-1.0,0.25,2000.0,2000.0,2000.0,-1.0,100000.0,8616.679,500.0,17011.951,1.0,1.0,0.030303031,-0.9743319657191892,-0.7934008251178541,0.18234811140207605,1
150,-1000.0,512.0,BatchId_1606,ChannelId_1,256,UGX,UGX,201,0.07234825,0.1,10000.0,10000.0,10000.0,0.0,2.0,0.1,10000.0,10000.0,10000.0,0.0,5.0,118.0,2018-12-26 06:49:09,26,2,1545806949,0,0,0,0,0,0,0,0.0,0.0,1.0,-2.0,2018-11-26 06:49:13,LoanApplicationId_1174,LoanId_1155,2018-11-30 05:21:53,PayBackId_38,0,11,11,ProviderId_1,5,ThirdPartyId_1006,TransactionId_2346,0.0006131208,2018-11-26 06:49:15,26,0,330,1543214955,6,0,0,0,0,0,0,49,11,15,48,1,1000.0,9000.0,1260.3306,500.0,1411.2334,-260.33057,0.7934426,0.32696313,20000.0,3058.449,150.0,4798.6504,0.3306379,20000.0,3024.4565,500.0,4914.296,20000.0,3469.8547,500.0,3964.8894,1.0254238,7.0,0.056,-1.6856486575481584,-0.7655095880179265,1.0444407465235461,1
152,-1000.0,1060.0,BatchId_2506,ChannelId_1,256,UGX,UGX,201,0.07234825,0.08928572,11200.0,11200.0,11200.0,0.0,2.0,0.08928572,11200.0,11200.0,11200.0,0.0,5.0,118.0,2018-12-26 08:56:02,26,2,1545814562,0,0,0,0,0,0,0,0.0,1.0,1.0,-2.0,2018-11-26 08:56:05,LoanApplicationId_331,LoanId_428,2018-11-30 15:01:54,PayBackId_360,0,15,15,ProviderId_1,5,ThirdPartyId_754,TransactionId_1627,0.0006131208,2018-11-26 08:56:07,26,0,330,1543222567,8,0,0,0,0,0,0,56,11,7,48,1,1000.0,9000.0,1260.3306,500.0,1411.2334,-260.33057,0.7934426,-1000.0,-1.0,-1.0,-1.0,-1.0,-1000.0,-1.0,-1.0,-1.0,-1.0,20000.0,3469.8547,500.0,3964.8894,1.0254238,7.0,0.056,-1.5902875352848114,-0.3546897230485474,-0.37269385702536606,1
153,-1000.0,1145.0,BatchId_523,ChannelId_1,256,UGX,UGX,77,0.030042918,0.08928572,11200.0,11200.0,11200.0,0.0,6.0,0.08928572,11200.0,11200.0,11200.0,0.0,8.0,49.0,2018-12-26 09:55:47,26,2,1545818147,0,0,0,0,0,0,1,0.0,1.0,1.0,-3.0,2018-11-26 09:55:50,LoanApplicationId_1503,LoanId_112,2018-12-17 15:18:39,PayBackId_1624,0,15,15,ProviderId_1,0,ThirdPartyId_712,TransactionId_2619,0.0006131208,2018-11-26 09:55:53,26,0,330,1543226153,9,0,0,0,0,0,0,55,11,53,48,1,1000.0,118450.0,10568.1,500.0,23831.975,-9568.1,0.09462439,-1000.0,-1.0,-1.0,-1.0,-1.0,-1000.0,-1.0,-1.0,-1.0,-1.0,130000.0,15507.772,500.0,30961.96,1.0204082,1.0,0.02,-0.7665060359850735,-1.1002657061796297,0.21832008103735825,1
154,-2000.0,2090.0,BatchId_2494,ChannelId_1,256,UGX,UGX,176,0.0012262416,0.5,5000.0,4000.0,2000.0,1732.0508,1.0,0.5,5000.0,4000.0,2000.0,1732.0508,1.0,2.0,2018-12-26 10:21:10,26,2,1545819670,0,0,0,0,0,0,0,0.0,1.0,1.0,-2.0,2018-11-26 10:21:13,LoanApplicationId_927,LoanId_1365,2018-11-27 20:49:23,PayBackId_1648,0,15,15,ProviderId_1,5,ThirdPartyId_1511,TransactionId_397,0.0006131208,2018-11-26 10:21:15,26,0,330,1543227675,10,0,0,0,0,0,0,21,11,15,48,1,2000.0,5000.0,3500.0,2000.0,2121.3203,-1500.0,0.5714286,-2000.0,-1.0,-1.0,-1.0,-1.0,-2000.0,-1.0,-1.0,-1.0,-1.0,5000.0,2500.0,1000.0,1732.0508,1.0,0.0,0.0,-0.8973791105857465,-0.6271768583573885,-0.5378422926514528,1
155,-1500.0,2228.0,BatchId_2098,ChannelId_1,256,UGX,UGX,192,0.0049049663,0.58536583,5000.0,2562.5,1000.0,2025.507,1.0,0.58536583,5000.0,2562.5,1000.0,2025.507,2.0,8.0,2018-12-26 10:37:47,26,2,1545820667,0,0,0,0,0,0,0,0.0,1.0,1.0,-2.0,2018-11-26 10:37:49,LoanApplicationId_126,LoanId_539,2019-06-09 12:51:28,PayBackId_529,0,11,11,ProviderId_1,5,ThirdPartyId_448,TransactionId_1859,0.0006131208,2018-11-26 10:37:51,26,0,330,1543228671,10,0,0,0,0,0,0,37,11,51,48,1,1500.0,4000.0,1666.6666,1000.0,901.3878,-166.66663,0.90000004,0.80326945,5000.0,1867.3684,1000.0,1489.5221,0.8333333,5000.0,1800.0,1000.0,1656.1573,18500.0,4041.65,500.0,5321.2344,1.125,3.0,0.27272728,-1.0231715305256395,-0.8312122506220258,0.19428188088095613,1
156,-8000.0,1000.0,BatchId_321,ChannelId_1,256,UGX,UGX,269,0.0018393623,0.71428573,11200.0,11200.0,11200.0,0.0,2.0,0.71428573,11200.0,11200.0,11200.0,0.0,3.0,3.0,2018-12-26 11:04:30,26,2,1545822270,0,0,0,0,0,0,0,0.0,0.0,1.0,-3.0,2018-11-26 11:04:33,LoanApplicationId_643,LoanId_1085,2018-12-09 08:27:47,PayBackId_939,0,0,9,ProviderId_1,5,ThirdPartyId_555,TransactionId_1058,0.0006131208,2018-11-26 11:04:36,26,0,330,1543230276,11,0,0,0,0,0,0,4,11,36,48,1,8000.0,8000.0,5250.0,2000.0,2711.0884,2750.0,1.5238096,0.74871314,10685.0,10685.0,10685.0,0.0,0.74871314,10685.0,10685.0,10685.0,0.0,12000.0,2216.6667,500.0,3387.0376,2.0,1.0,0.25,-0.8667575338298212,-1.1704811935109147,2.177592547959447,1
159,-2000.0,2180.0,BatchId_1504,ChannelId_1,256,UGX,UGX,11,0.0042918455,0.6666667,5000.0,3000.0,1000.0,2828.4272,1.0,0.6666667,5000.0,3000.0,1000.0,2828.4272,3.0,7.0,2018-12-26 20:23:15,26,2,1545855795,0,0,0,0,0,0,0,0.0,1.0,1.0,-3.0,2018-11-26 20:23:18,LoanApplicationId_1226,LoanId_352,2018-12-07 17:36:20,PayBackId_1116,0,15,15,ProviderId_1,5,ThirdPartyId_1278,TransactionId_1510,0.0006131208,2018-11-26 20:23:21,26,0,330,1543263801,20,0,0,0,0,0,0,23,11,21,48,1,2000.0,5000.0,3800.0,1000.0,1549.1934,-1800.0,0.5263158,2.0,1000.0,1000.0,1000.0,0.0,-2000.0,-1.0,-1.0,-1.0,-1.0,30000.0,4965.597,500.0,5615.251,1.4285715,0.0,0.0,-0.9972335692704276,-0.7492422565428708,-0.27896806070373825,1
160,-5000.0,5980.0,BatchId_1048,ChannelId_1,256,UGX,UGX,99,0.018393623,2.1666667,10000.0,2653.8462,500.0,2514.828,3.0,1.1979166,10000.0,4800.0,3000.0,3033.1501,6.0,30.0,2018-12-27 11:07:24,27,3,1545908844,0,0,0,0,0,0,0,0.0,1.0,1.0,-2.0,2018-11-27 11:07:27,LoanApplicationId_1131,LoanId_1443,2018-11-28 10:40:23,PayBackId_1457,7,5,4,ProviderId_1,5,ThirdPartyId_1321,TransactionId_1674,0.0006131208,2018-11-27 11:07:29,27,1,331,1543316849,11,0,0,0,0,0,0,7,11,29,48,1,5750.0,6000.0,2191.6365,500.0,1971.7821,3558.3635,2.6236103,2.401291,30000.0,2394.5454,500.0,4068.0972,2.0219781,6500.0,2843.75,800.0,1637.0579,15077.0,3736.8245,350.0,3932.3918,1.1,2.0,0.0625,-0.7478391720496369,-1.2468384472393903,0.9753405174914354,1
161,-500.0,520.0,BatchId_272,ChannelId_1,256,UGX,UGX,99,0.018393623,0.4,1500.0,1250.0,1000.0,353.5534,3.0,0.4,1500.0,1250.0,1000.0,353.5534,6.0,30.0,2018-12-27 11:08:48,27,3,1545908928,0,0,0,0,0,0,0,0.0,1.0,1.0,-3.0,2018-11-27 11:08:50,LoanApplicationId_1005,LoanId_463,2018-11-27 13:38:45,PayBackId_1689,0,15,15,ProviderId_1,5,ThirdPartyId_182,TransactionId_727,0.0006131208,2018-11-27 11:08:53,27,1,331,1543316933,11,0,0,0,0,0,0,8,11,53,48,1,500.0,6000.0,2191.6365,500.0,1971.7821,-1691.6365,0.22814003,0.31191516,4000.0,1603.0,500.0,881.981,0.26881722,4000.0,1860.0,1000.0,1264.1202,15077.0,3736.8245,350.0,3932.3918,1.1,2.0,0.0625,-1.4764447202346784,-0.8610395809227218,0.0020108547510487296,1
162,-1000.0,1055.0,BatchId_326,ChannelId_1,256,UGX,UGX,201,0.07234825,0.1431383,14000.0,6986.25,625.0,4493.661,2.0,0.12858556,14000.0,7776.923,2000.0,4094.3364,5.0,118.0,2018-12-27 11:58:52,27,3,1545911932,0,0,0,0,0,0,0,0.0,1.0,1.0,-2.0,2018-11-27 11:58:56,LoanApplicationId_992,LoanId_351,2018-11-30 15:03:30,PayBackId_1160,0,11,11,ProviderId_1,5,ThirdPartyId_913,TransactionId_2593,0.0006131208,2018-11-27 11:58:58,27,1,331,1543319938,11,0,0,0,0,0,0,58,11,58,48,1,1000.0,9000.0,1260.3306,500.0,1411.2334,-260.33057,0.7934426,0.097290546,75000.0,10278.491,521.0,14893.007,0.2003464,11000.0,4991.355,521.0,3669.3506,20000.0,3469.8547,500.0,3964.8894,1.0254238,7.0,0.056,-2.051847274467092,-1.1692792237334528,2.830691894662338,1
163,-5000.0,4000.0,BatchId_2122,ChannelId_1,256,UGX,UGX,269,0.0018393623,4.4744024,9000.0,1285.0878,500.0,1449.5182,2.0,3.6271977,9000.0,1585.2458,500.0,1839.822,3.0,3.0,2018-12-27 13:45:22,27,3,1545918322,0,0,0,0,0,0,0,0.0,0.0,1.0,-2.0,2018-11-27 13:45:27,LoanApplicationId_1118,LoanId_1276,2018-12-09 08:24:31,PayBackId_67,7,5,4,ProviderId_1,5,ThirdPartyId_1798,TransactionId_1410,0.0006131208,2018-11-27 13:45:29,27,1,331,1543326329,13,0,0,0,0,0,0,45,11,29,48,1,5750.0,8000.0,5250.0,2000.0,2711.0884,500.0,1.0952381,1.684077,10000.0,3414.3333,500.0,4129.5967,1.1681232,10000.0,4922.426,500.0,4614.1235,12000.0,2216.6667,500.0,3387.0376,2.0,1.0,0.25,-0.37283202577486996,-1.222882265873917,0.9809200067718793,1
165,-1000.0,1040.0,BatchId_1511,ChannelId_1,256,UGX,UGX,222,0.003065604,1.0,1000.0,1000.0,1000.0,0.0,3.0,1.0,1000.0,1000.0,1000.0,0.0,3.0,5.0,2018-12-27 14:17:29,27,3,1545920249,0,0,0,0,0,0,0,0.0,1.0,1.0,-2.0,2018-11-27 14:17:31,LoanApplicationId_1543,LoanId_1156,2018-11-28 09:06:03,PayBackId_435,0,11,11,ProviderId_1,5,ThirdPartyId_1260,TransactionId_820,0.0006131208,2018-11-27 14:17:33,27,1,331,1543328253,14,0,0,0,0,0,0,17,11,33,48,1,1000.0,11000.0,5985.7144,900.0,4453.6235,-4985.7144,0.16706444,0.61538464,5000.0,1625.0,1000.0,1407.886,0.875,2000.0,1142.8572,1000.0,377.96448,250000.0,2405.3022,500.0,16996.408,1.4,0.0,0.0,-0.9121201567348597,-1.111340341783544,0.0580844451962774,1
166,-5000.0,5250.0,BatchId_654,ChannelId_1,256,UGX,UGX,218,0.012875536,5.0,1000.0,1000.0,1000.0,0.0,2.0,5.0,1000.0,1000.0,1000.0,0.0,4.0,21.0,2018-12-27 17:01:01,27,3,1545930061,0,0,0,0,0,0,0,0.0,1.0,1.0,-2.0,2018-11-27 17:01:06,LoanApplicationId_1630,LoanId_432,2018-11-30 15:10:48,PayBackId_1432,0,15,15,ProviderId_1,5,ThirdPartyId_1869,TransactionId_1482,0.0006131208,2018-11-27 17:01:08,27,1,331,1543338068,17,0,0,0,0,0,0,1,11,8,48,1,5000.0,5000.0,2590.9092,500.0,1862.1312,2409.0908,1.9298245,3.0769231,5000.0,1625.0,1000.0,1407.886,4.375,2000.0,1142.8572,1000.0,377.96448,26000.0,2343.6365,500.0,3901.8877,1.0476191,6.0,0.22222222,-1.2827181177437383,-0.8357780541385406,-0.16388171976873805,1
167,-9000.0,2852.0,BatchId_1848,ChannelId_1,256,UGX,UGX,222,0.003065604,6.2608695,2500.0,1437.5,500.0,723.98047,3.0,6.792453,2500.0,1325.0,500.0,745.8217,3.0,5.0,2018-12-27 17:05:31,27,3,1545930331,0,0,0,0,0,0,0,0.0,0.0,1.0,-2.0,2018-11-27 17:05:33,LoanApplicationId_810,LoanId_55,2018-11-30 06:24:37,PayBackId_415,6,3,2,ProviderId_1,5,ThirdPartyId_1787,TransactionId_1450,0.0006131208,2018-11-27 17:05:35,27,1,331,1543338335,17,0,0,0,0,0,0,5,11,35,48,1,9000.0,11000.0,5985.7144,900.0,4453.6235,3014.2856,1.50358,5.2611637,2500.0,1710.6482,500.0,363.5913,5.2611637,2500.0,1710.6482,500.0,363.5913,250000.0,2405.3022,500.0,16996.408,1.4,0.0,0.0,-0.24646794511648568,-1.3595640857481452,0.09753089495734886,1
170,-1500.0,1575.0,BatchId_884,ChannelId_1,256,UGX,UGX,106,0.011036174,1.0434783,2500.0,1437.5,500.0,723.98047,5.0,1.1320754,2500.0,1325.0,500.0,745.8217,6.0,18.0,2018-12-27 18:12:03,27,3,1545934323,0,0,0,0,0,0,1,0.0,1.0,1.0,-2.0,2018-11-27 18:12:06,LoanApplicationId_322,LoanId_762,2018-11-30 18:10:35,PayBackId_1536,0,15,15,ProviderId_1,0,ThirdPartyId_1903,TransactionId_1978,0.0006131208,2018-11-27 18:12:08,27,1,331,1543342328,18,0,0,0,0,0,0,12,11,8,48,1,1500.0,11000.0,2959.0908,100.0,4267.1123,-1459.0908,0.50691247,0.8768606,2500.0,1710.6482,500.0,363.5913,0.8768606,2500.0,1710.6482,500.0,363.5913,500000.0,6046.905,500.0,38873.35,1.2222222,12.0,0.4,-1.0586449178691817,-1.528885926975387,0.710435889101392,1
171,-2000.0,2090.0,BatchId_2269,ChannelId_1,256,UGX,UGX,106,0.011036174,1.556314,9000.0,1285.0878,500.0,1449.5182,5.0,1.261634,9000.0,1585.2458,500.0,1839.822,6.0,18.0,2018-12-27 18:14:20,27,3,1545934460,0,0,0,0,0,0,1,0.0,1.0,1.0,-1.0,2018-11-27 18:14:22,LoanApplicationId_91,LoanId_562,2018-11-29 14:11:43,PayBackId_1623,0,15,15,ProviderId_1,0,ThirdPartyId_1882,TransactionId_1,0.0006131208,2018-11-27 18:14:23,27,1,331,1543342463,18,0,0,0,0,0,0,14,11,23,48,1,2000.0,11000.0,2959.0908,100.0,4267.1123,-959.0908,0.6758833,0.5857659,10000.0,3414.3333,500.0,4129.5967,0.40630373,10000.0,4922.426,500.0,4614.1235,500000.0,6046.905,500.0,38873.35,1.2222222,12.0,0.4,-1.1975639525593156,-1.6859489470026339,1.728039888872556,1
172,-14000.0,5000.0,BatchId_1392,ChannelId_1,256,UGX,UGX,275,0.0049049663,10.894197,9000.0,1285.0878,500.0,1449.5182,2.0,14.861996,5000.0,942.0,500.0,673.7316,2.0,8.0,2018-12-27 18:50:00,27,3,1545936600,0,0,0,0,0,0,0,0.0,0.0,1.0,-2.0,2018-11-27 18:50:02,LoanApplicationId_438,LoanId_1147,2018-12-16 18:43:00,PayBackId_112,0,11,11,ProviderId_1,5,ThirdPartyId_304,TransactionId_1720,0.0006131208,2018-11-27 18:50:04,27,1,331,1543344604,18,0,0,0,0,0,0,50,11,4,48,1,14000.0,14800.0,13700.0,7000.0,1680.8384,300.0,1.0218978,4.1003613,10000.0,3414.3333,500.0,4129.5967,15.609756,1500.0,896.875,500.0,237.57426,10000.0,6810.0,500.0,4015.6135,3.0,0.0,0.0,-0.478573430488681,-0.9404486741345108,0.16986579009549096,1
175,-11000.0,5000.0,BatchId_2147,ChannelId_1,256,UGX,UGX,106,0.011036174,4.4,5000.0,2500.0,500.0,1814.9705,5.0,4.852941,5000.0,2266.6667,500.0,1821.1718,6.0,18.0,2018-12-27 19:11:24,27,3,1545937884,0,0,0,0,0,0,1,0.0,0.0,1.0,-2.0,2018-11-27 19:11:26,LoanApplicationId_1297,LoanId_966,2019-01-18 08:40:55,PayBackId_796,6,3,2,ProviderId_1,0,ThirdPartyId_1718,TransactionId_2022,0.0006131208,2018-11-27 19:11:28,27,1,331,1543345888,19,0,0,0,0,0,0,11,11,28,48,1,11000.0,11000.0,2959.0908,100.0,4267.1123,8040.909,3.717358,7.2015405,5000.0,1527.4509,500.0,1097.6481,7.7952757,3000.0,1411.1111,500.0,834.33276,500000.0,6046.905,500.0,38873.35,1.2222222,12.0,0.4,-0.23273827957432036,-1.8484000882368137,0.9641122773811587,1
178,-500.0,543.0,BatchId_1958,ChannelId_1,256,UGX,UGX,201,0.07234825,0.12949641,10000.0,3861.111,500.0,3170.663,2.0,0.09803922,10000.0,5100.0,1000.0,3573.0474,5.0,118.0,2018-12-27 19:41:24,27,3,1545939684,0,0,0,0,0,0,0,0.0,1.0,1.0,-2.0,2018-11-27 19:41:27,LoanApplicationId_298,LoanId_760,2018-12-07 08:17:43,PayBackId_462,0,15,15,ProviderId_1,5,ThirdPartyId_1936,TransactionId_494,0.0006131208,2018-11-27 19:41:29,27,1,331,1543347689,19,0,0,0,0,0,0,41,11,29,48,1,500.0,9000.0,1260.3306,500.0,1411.2334,-760.33057,0.3967213,0.14894284,10000.0,3356.9924,500.0,3626.3184,0.08760287,10000.0,5707.5757,500.0,3906.89,20000.0,3469.8547,500.0,3964.8894,1.0254238,7.0,0.056,-1.9546820866591887,-0.815105627007531,1.0633815541511045,1
